单字	拆分	编码权重	词库权重
𬰝	舟殳非	-1000	100
𬰞	非矛夂力	-1000	100
𬰟	一ㄅ灬非	-1000	100
𬰠	一木面	-1000	100
𬰡	面罒夕	-1000	100
𬰢	宀心丿山面	-1000	100
𬰣	氵斤面	-1000	100
𬰤	革纟寸	-1000	100
𬰥	革两	-1000	100
𬰦	革囗十口	-1000	100
𬰧	革丷豕	-1000	100
𬰨	革⻗云	-1000	100
𬰩	革艹勹米	-1000	100
𬰪	韋一巾	-1000	100
𬰫	十戈韋	-1000	100
𬰬	韋⺊一一卜	-1000	100
𬰭	韋口巾	-1000	100
𬰮	韋爫皿	-1000	100
𬰯	韋士乛工一口寸	-1000	100
𬰰	韋衣口口一	-1000	100
𬰱	韦干	-1000	100
𬰲	韦风	-1000	100
𬰳	韦⺊口	-1000	100
𬰴	韦亻寸	-1000	100
𬰵	韦曰勹人㇗	-1000	100
𬰶	韦一日心	-1000	100
𬰷	韦⺈厂八言	-1000	100
𬰸	木缶木冖韦	-1000	100
𬰹	音由	-1000	100
𬰺	音业	-1000	100
𬰻	音禾	-1000	100
𬰼	音刀日	-1000	100
𬰽	亻丨攵音	-1000	100
𬰾	音龠	-1000	100
𬰿	刀頁	-1000	100
𬱀	一頁	-1000	100
𬱁	丶水頁	-1000	100
𬱂	心丿頁	-1000	100
𬱃	夕口頁	-1000	100
𬱄	匕丶水頁	-1000	100
𬱅	㇗西頁	-1000	100
𬱆	十口儿頁	-1000	100
𬱇	八刀土頁	-1000	100
𬱈	囗口又頁	-1000	100
𬱉	日丿頁	-1000	100
𬱊	甘水頁	-1000	100
𬱋	丷夫刀一頁	-1000	100
𬱌	日丿口頁	-1000	100
𬱍	川頁方人゛	-1000	100
𬱎	丁頁亻立口	-1000	100
𬱏	立隹頁	-1000	100
𬱐	一止罒頁	-1000	100
𬱑	口口宀丁口口頁	-1000	100
𬱒	頁兔兔兔	-1000	100
𬱓	九页	-1000	100
𬱔	尤页	-1000	100
𬱕	刀又页	-1000	100
𬱖	由页	-1000	100
𬱗	⺊口页	-1000	100
𬱘	斤丶页	-1000	100
𬱙	丷页	-1000	100
𬱚	心丿页	-1000	100
𬱛	页页	-1000	100
𬱜	耒页	-1000	100
𬱝	日匕页	-1000	100
𬱞	口口页	-1000	100
𬱟	⺈厂⺋页	-1000	100
𬱠	舌页	-1000	100
𬱡	乃木页	-1000	100
𬱢	冖车页	-1000	100
𬱣	山亽ヿ页	-1000	100
𬱤	氏口页	-1000	100
𬱥	龴页	-1000	100
𬱦	页	-1000	100
𬱧	页支木	-1000	100
𬱨	大日乚页	-1000	100
𬱩	囗口又页	-1000	100
𬱪	阜页	-1000	100
𬱫	宀疋页	-1000	100
𬱬	厶大彡页	-1000	100
𬱭	革页	-1000	100
𬱮	山幺幺页	-1000	100
𬱯	䒑自页	-1000	100
𬱰	彡不口页	-1000	100
𬱱	羊䒑口页	-1000	100
𬱲	白穴方页	-1000	100
𬱳	龠页	-1000	100
𬱴	風千田土	-1000	100
𬱵	风韦	-1000	100
𬱶	几二幺	-1000	100
𬱷	风人	-1000	100
𬱸	风戈レ	-1000	100
𬱹	几二北	-1000	100
𬱺	夕⺋风	-1000	100
𬱻	立几二	-1000	100
𬱼	山己风	-1000	100
𬱽	风疋	-1000	100
𬱾	风木木	-1000	100
𬱿	风戈口一	-1000	100
𬲀	风勹心	-1000	100
𬲁	几二十冂	-1000	100
𬲂	几二亼⺝刂	-1000	100
𬲃	几二糸	-1000	100
𬲄	几二宀谷	-1000	100
𬲅	风大丷日小	-1000	100
𬲆	风矛口	-1000	100
𬲇	亼⺝刂心几二	-1000	100
𬲈	几二冂一口	-1000	100
𬲉	飞白	-1000	100
𬲊	非心飞飞	-1000	100
𬲋	飠夫	-1000	100
𬲌	飠一巾	-1000	100
𬲍	飠八刀	-1000	100
𬲎	飠毛	-1000	100
𬲏	十戈食	-1000	100
𬲐	飠戊	-1000	100
𬲑	飠九日	-1000	100
𬲒	飠矢	-1000	100
𬲓	飠亻丨攵	-1000	100
𬲔	飠文口	-1000	100
𬲕	斤食	-1000	100
𬲖	食八	-1000	100
𬲗	飠而女	-1000	100
𬲘	飠覀女	-1000	100
𬲙	飠羊廾	-1000	100
𬲚	飠一自戈	-1000	100
𬲛	飠斤	-1000	100
𬲜	飠牙	-1000	100
𬲝	食丷酉寸	-1000	100
𬲞	飠女甘木	-1000	100
𬲟	食皿八	-1000	100
𬲠	飠亼⺝刂心	-1000	100
𬲡	飠ヿヿ罒匕心	-1000	100
𬲢	食土土土一儿夕夕	-1000	100
𬲣	飠⺮目廾斤	-1000	100
𬲤	飠止土山口口丨又	-1000	100
𬲥	饣卜	-1000	100
𬲦	饣人	-1000	100
𬲧	饣二ㄅ	-1000	100
𬲨	饣一	-1000	100
𬲩	饣厂⺋	-1000	100
𬲪	饣人人	-1000	100
𬲫	饣⺊口	-1000	100
𬲬	饣口八	-1000	100
𬲭	饣且	-1000	100
𬲮	饣氏丶	-1000	100
𬲯	饣句	-1000	100
𬲰	饣ㄋ	-1000	100
𬲱	饣宀匕	-1000	100
𬲲	饣宀丁	-1000	100
𬲳	饣又	-1000	100
𬲴	饣山口	-1000	100
𬲵	饣勹殳	-1000	100
𬲶	饣齐	-1000	100
𬲷	饣艮	-1000	100
𬲸	饣寸辶	-1000	100
𬲹	饣艹亡	-1000	100
𬲺	饣爫子	-1000	100
𬲻	饣丷弓	-1000	100
𬲼	饣大日乚	-1000	100
𬲽	饣	-1000	100
𬲾	饣囗十口	-1000	100
𬲿	饣山石	-1000	100
𬳀	饣勹士口	-1000	100
𬳁	饣㐅⺝	-1000	100
𬳂	饣又又又又	-1000	100
𬳃	饣一口田	-1000	100
𬳄	饣十冂	-1000	100
𬳅	饣工月	-1000	100
𬳆	饣行氵	-1000	100
𬳇	饣宀一日一	-1000	100
𬳈	饣口丄㠯	-1000	100
𬳉	饣⺜羽	-1000	100
𬳊	饣爫臼	-1000	100
𬳋	饣自心	-1000	100
𬳌	饣自犬	-1000	100
𬳍	饣广肀口	-1000	100
𬳎	饣一自戈	-1000	100
𬳏	饣艹两	-1000	100
𬳐	饣山宀示	-1000	100
𬳑	饣日小	-1000	100
𬳒	饣癶豆	-1000	100
𬳓	饣亠乡隹	-1000	100
𬳔	饣麻丿厶	-1000	100
𬳕	䒑自竹	-1000	100
𬳖	䒑自亻卩	-1000	100
𬳗	甫䒑自	-1000	100
𬳘	䒑自⺌⺝	-1000	100
𬳙	䒑自广由	-1000	100
𬳚	䒑自扌足	-1000	100
𬳛	䒑自米女攵	-1000	100
𬳜	香歹	-1000	100
𬳝	豕丶香	-1000	100
𬳞	香宀夕⺋	-1000	100
𬳟	香十艹贝	-1000	100
𬳠	禾火香	-1000	100
𬳡	香大丷日乚	-1000	100
𬳢	身寸香	-1000	100
𬳣	香冖方	-1000	100
𬳤	香匸艹口	-1000	100
𬳥	香鳥	-1000	100
𬳦	香亽ヿ貝	-1000	100
𬳧	乡丶阝香	-1000	100
𬳨	馬彐	-1000	100
𬳩	馬攴	-1000	100
𬳪	丿馬	-1000	100
𬳫	馬力力力	-1000	100
𬳬	馬一日	-1000	100
𬳭	冂䒑山馬	-1000	100
𬳮	馬小	-1000	100
𬳯	馬厶大彡	-1000	100
𬳰	馬冫欠皿	-1000	100
𬳱	馬口丄貝	-1000	100
𬳲	馬尸羊羊	-1000	100
𬳳	马风	-1000	100
𬳴	马干丷	-1000	100
𬳵	马不一	-1000	100
𬳶	马冂口	-1000	100
𬳷	马瓜	-1000	100
𬳸	⺍冖马	-1000	100
𬳹	马大二ㄅ	-1000	100
𬳺	马一口	-1000	100
𬳻	马匚王	-1000	100
𬳼	马⺝	-1000	100
𬳽	马儿	-1000	100
𬳾	马夕夕	-1000	100
𬳿	马亼木	-1000	100
𬴀	马丶艮	-1000	100
𬴁	马山厂干	-1000	100
𬴂	马非	-1000	100
𬴃	马丰石	-1000	100
𬴄	马日生	-1000	100
𬴅	马冖方	-1000	100
𬴆	马廿口	-1000	100
𬴇	马木口夫	-1000	100
𬴈	马戊⺊一小	-1000	100
𬴉	马大丷日小	-1000	100
𬴊	马米舛	-1000	100
𬴋	马十戈口	-1000	100
𬴌	马艹冖一豕	-1000	100
𬴍	马鹿灬	-1000	100
𬴎	马一口丨冖石木	-1000	100
𬴏	马宀足	-1000	100
𬴐	马艹口口隹	-1000	100
𬴑	王廾骨	-1000	100
𬴒	骨谷	-1000	100
𬴓	⺮馬骨	-1000	100
𬴔	高儿	-1000	100
𬴕	高山乙	-1000	100
𬴖	髙老	-1000	100
𬴗	髙耂一ㄅ	-1000	100
𬴘		-1000	100
𬴙	日丿廾高	-1000	100
𬴚	高宀示	-1000	100
𬴛	一口冂口曰舛	-1000	100
𬴜	不	-1000	100
𬴝	高土土土一儿	-1000	100
𬴞	高足	-1000	100
𬴟	高⺮聿	-1000	100
𬴠	一日一	-1000	100
𬴡	戊	-1000	100
𬴢	耂日	-1000	100
𬴣	田⽱	-1000	100
𬴤	丷酉大	-1000	100
𬴥	虫虫	-1000	100
𬴦	方口王	-1000	100
𬴧	髟一廾	-1000	100
𬴨	髟一儿	-1000	100
𬴩	髟冖𧘇	-1000	100
𬴪	髟宀木	-1000	100
𬴫	髟木木	-1000	100
𬴬	镸彡尚	-1000	100
𬴭	髟犭虫	-1000	100
𬴮	髟目	-1000	100
𬴯	髟广䒑	-1000	100
𬴰	鬥冂䒑山	-1000	100
𬴱	鬥艹罒戊丶	-1000	100
𬴲	鬲又	-1000	100
𬴳	鬲口	-1000	100
𬴴	鬲一口	-1000	100
𬴵	鬲火又	-1000	100
𬴶	鬲辰	-1000	100
𬴷	木目鬲	-1000	100
𬴸	弓土干弓鬲	-1000	100
𬴹	弓爫木弓鬲	-1000	100
𬴺	弓米巳弓鬲	-1000	100
𬴻	弓米子弓鬲	-1000	100
𬴼	弓日一田土匕弓鬲	-1000	100
𬴽	鬼七	-1000	100
𬴾	⺊一	-1000	100
𬴿	鬼耳	-1000	100
𬵀	車	-1000	100
𬵁	魚一ㄅ	-1000	100
𬵂	魚卜	-1000	100
𬵃	魚大	-1000	100
𬵄	丸魚	-1000	100
𬵅	日魚	-1000	100
𬵆	魚水	-1000	100
𬵇	魚戊	-1000	100
𬵈	魚囗コ	-1000	100
𬵉	魚皿	-1000	100
𬵊	魚入小	-1000	100
𬵋	氵丁魚	-1000	100
𬵌	魚丶水	-1000	100
𬵍	魚土也	-1000	100
𬵎	魚囗巾	-1000	100
𬵏	魚舌	-1000	100
𬵐	魚广土	-1000	100
𬵑	魚刀辶	-1000	100
𬵒	魚車	-1000	100
𬵓	魚口口丨	-1000	100
𬵔	魚足	-1000	100
𬵕	魚亻宀丿七	-1000	100
𬵖	魚厶矢	-1000	100
𬵗	魚雨	-1000	100
𬵘	魚艹几二	-1000	100
𬵙	鬼魚	-1000	100
𬵚	魚⺮二	-1000	100
𬵛	魚广人	-1000	100
𬵜	魚襾女	-1000	100
𬵝	魚田匕	-1000	100
𬵞	魚片爿一	-1000	100
𬵟	魚广廿又	-1000	100
𬵠	魚十冖糸	-1000	100
𬵡	魚糸	-1000	100
𬵢	魚戊一火	-1000	100
𬵣	魚艹土寸	-1000	100
𬵤	魚扌立女	-1000	100
𬵥	魚山日匕	-1000	100
𬵦	魚艹甫	-1000	100
𬵧	魚巾隹	-1000	100
𬵨	魚宀心丿山	-1000	100
𬵩	魚羽人彡	-1000	100
𬵪	魚一日心	-1000	100
𬵫	魚田艹	-1000	100
𬵬	魚門木	-1000	100
𬵭	魚⺮一廾	-1000	100
𬵮	魚土羊辶	-1000	100
𬵯	魚一氺辶	-1000	100
𬵰	魚⻊儿冫	-1000	100
𬵱	魚氵䒑幺幺	-1000	100
𬵲	魚一大鬼	-1000	100
𬵳	魚艹罒冖夕	-1000	100
𬵴	魚艹乛水一灬	-1000	100
𬵵	魚豕	-1000	100
𬵶	魚甫方攵	-1000	100
𬵷	魚北田艹	-1000	100
𬵸	魚艹口口口二ㄅ	-1000	100
𬵹	魚衣罒	-1000	100
𬵺	魚旡耳	-1000	100
𬵻	魚止冖巾	-1000	100
𬵼	冂㐅卝口口魚	-1000	100
𬵽	魚匕目㇗八頁	-1000	100
𬵾	魚⺮十日十人干	-1000	100
𬵿	魚艹門木囗丷	-1000	100
𬶀	鱼刂	-1000	100
𬶁	鱼人	-1000	100
𬶂	鱼土	-1000	100
𬶃	鱼大	-1000	100
𬶄	鱼勹丶	-1000	100
𬶅	鱼牙	-1000	100
𬶆	鱼丰	-1000	100
𬶇	鱼人	-1000	100
𬶈	鱼月	-1000	100
𬶉	鱼十	-1000	100
𬶊	鱼一彑丶	-1000	100
𬶋	鱼句	-1000	100
𬶌	鱼亻弋	-1000	100
𬶍	鱼宀匕	-1000	100
𬶎	鱼艹卩	-1000	100
𬶏	鱼⺈厂⺋	-1000	100
𬶐	鱼儿冫	-1000	100
𬶑	鱼大辶	-1000	100
𬶒	鱼山亽ヿ	-1000	100
𬶓	鱼壬廴	-1000	100
𬶔	鱼口	-1000	100
𬶕	鱼丷弓	-1000	100
𬶖	鱼大日乚	-1000	100
𬶗	鱼艹冖力	-1000	100
𬶘	鱼日卩	-1000	100
𬶙	鱼爫冖又	-1000	100
𬶚	鱼月卩又	-1000	100
𬶛	鱼丷田十	-1000	100
𬶜	鱼立口	-1000	100
𬶝	鱼宀夕⺋	-1000	100
𬶞	鱼十口月	-1000	100
𬶟	鱼木口刂	-1000	100
𬶠	鱼木囗丷	-1000	100
𬶡	鱼母	-1000	100
𬶢	鱼日生	-1000	100
𬶣	鱼工	-1000	100
𬶤	鱼冖巾	-1000	100
𬶥	鱼亠弓	-1000	100
𬶦	鱼方子	-1000	100
𬶧	鱼矛木	-1000	100
𬶨	旡鱼	-1000	100
𬶩	鱼日宀女	-1000	100
𬶪	鱼䒑辶	-1000	100
𬶫	鱼黄	-1000	100
𬶬	鱼虍业	-1000	100
𬶭	鱼又示	-1000	100
𬶮	鱼壴口	-1000	100
𬶯	鱼艹田木	-1000	100
𬶰	鱼手	-1000	100
𬶱	鱼日小	-1000	100
𬶲	鱼象	-1000	100
𬶳	鱼鱼日	-1000	100
𬶴	鱼䒑业日	-1000	100
𬶵	鱼罒一口	-1000	100
𬶶	鱼广䒑	-1000	100
𬶷	鱼罒欠	-1000	100
𬶸	鱼十戈韭	-1000	100
𬶹	鱼耒辰寸	-1000	100
𬶺	鱼艹口口隹	-1000	100
𬶻	鱼⻗革月	-1000	100
𬶼	了鳥	-1000	100
𬶽	鳥廾	-1000	100
𬶾	鳥寸	-1000	100
𬶿	弓鳥	-1000	100
𬷀	鳥又	-1000	100
𬷁	戈鳥	-1000	100
𬷂	㐅十鳥	-1000	100
𬷃	片鳥	-1000	100
𬷄	斗鳥	-1000	100
𬷅	鳥冂大	-1000	100
𬷆	鳥冂土	-1000	100
𬷇	冂土鳥	-1000	100
𬷈	亻弋鳥	-1000	100
𬷉	亻工鳥	-1000	100
𬷊	鳥瓜	-1000	100
𬷋	鳥宀丁	-1000	100
𬷌	宀丁鳥	-1000	100
𬷍	鳥冂一口	-1000	100
𬷎	一口鳥	-1000	100
𬷏	人止鳥	-1000	100
𬷐	鳥衣	-1000	100
𬷑	女口鳥	-1000	100
𬷒	又又又鳥	-1000	100
𬷓	鳥豕	-1000	100
𬷔	長鳥	-1000	100
𬷕	甫鸟	-1000	100
𬷖	儿鳥	-1000	100
𬷗	亻丶王鳥	-1000	100
𬷘	彳壬鳥	-1000	100
𬷙	氵小丿鳥	-1000	100
𬷚	宀厶鳥	-1000	100
𬷛	亠业鳥	-1000	100
𬷜	鳥一弋止	-1000	100
𬷝	大示鳥	-1000	100
𬷞	木木鳥	-1000	100
𬷟	鳥戈戈	-1000	100
𬷠	木鳥	-1000	100
𬷡	宀㠯鳥	-1000	100
𬷢	頁鳥	-1000	100
𬷣	鳥風	-1000	100
𬷤	爫可鳥	-1000	100
𬷥	鳥凡臼	-1000	100
𬷦	亠曰小鳥	-1000	100
𬷧	方皿鳥	-1000	100
𬷨	辰寸鳥	-1000	100
𬷩	隹又鳥	-1000	100
𬷪	鳥丿二丨臼	-1000	100
𬷫	礻日丨鳥	-1000	100
𬷬	宀豕鳥	-1000	100
𬷭	女丿扌鳥	-1000	100
𬷮	土八土丸鳥	-1000	100
𬷯	氵隹鳥	-1000	100
𬷰	鳥巛田木	-1000	100
𬷱	王文王鳥	-1000	100
𬷲	走戈レ鳥	-1000	100
𬷳	女民日鳥	-1000	100
𬷴	亼⺝刂心鳥	-1000	100
𬷵	立木斤鳥	-1000	100
𬷶	㐭禾鳥	-1000	100
𬷷	火火冖木鳥	-1000	100
𬷸	鳥飠爫女	-1000	100
𬷹	艹隹灬鳥	-1000	100
𬷺	角广亻隹鳥	-1000	100
𬷻	鸟乚	-1000	100
𬷼	儿鸟	-1000	100
𬷽	鸟了	-1000	100
𬷾	工鸟	-1000	100
𬷿	鸟人人	-1000	100
𬸀	文鸟	-1000	100
𬸁	瓦鸟	-1000	100
𬸂	可鸟	-1000	100
𬸃	玉鸟	-1000	100
𬸄	龙鸟	-1000	100
𬸅	⺈彐鸟	-1000	100
𬸆	生鸟	-1000	100
𬸇	力口鸟	-1000	100
𬸈	土鸟	-1000	100
𬸉	工凡鸟	-1000	100
𬸊	亻壬鸟	-1000	100
𬸋	牜匕鸟	-1000	100
𬸌	㐅木鸟	-1000	100
𬸍	寸鸟	-1000	100
𬸎	禾刂鸟	-1000	100
𬸏	丶艮鸟	-1000	100
𬸐	广木鸟	-1000	100
𬸑	丷口儿鸟	-1000	100
𬸒	鸟	-1000	100
𬸓	旡旡鸟	-1000	100
𬸔	木八厶鸟	-1000	100
𬸕	贝贝鸟	-1000	100
𬸖	火火鸟	-1000	100
𬸗	氺鸟	-1000	100
𬸘	匸日女鸟	-1000	100
𬸙	目小丿鸟	-1000	100
𬸚	犭讠犬鸟	-1000	100
𬸛	白王鸟	-1000	100
𬸜	户鸟	-1000	100
𬸝	音鸟	-1000	100
𬸞	米女鸟	-1000	100
𬸟	尸土鸟	-1000	100
𬸠	可可鸟	-1000	100
𬸡	〢皿鸟	-1000	100
𬸢	白大十鸟	-1000	100
𬸣	宀鸟	-1000	100
𬸤	覀示鸟	-1000	100
𬸥	㇏臼鸟	-1000	100
𬸦	方矢鸟	-1000	100
𬸧	廿北口鸟	-1000	100
𬸨	欠鸟	-1000	100
𬸩	丿冂米大鸟	-1000	100
𬸪	釆田鸟	-1000	100
𬸫	子攵鸟	-1000	100
𬸬	士冖一卵鸟	-1000	100
𬸭	艹曰勹人㇗鸟	-1000	100
𬸮	艹癶一大鸟	-1000	100
𬸯	尸口辛鸟	-1000	100
𬸰	⻗隹鸟	-1000	100
𬸱	目目隹鸟	-1000	100
𬸲	鹵匕	-1000	100
𬸳	鹵見	-1000	100
𬸴	鹵㐭禾	-1000	100
𬸵	卤⺊口	-1000	100
𬸶	卤日曰	-1000	100
𬸷	卤㇏一大	-1000	100
𬸸	卤户	-1000	100
𬸹	卤工耳攵	-1000	100
𬸺	鹿乙	-1000	100
𬸻	鹿斤	-1000	100
𬸼	尸匕鹿	-1000	100
𬸽	鹿耳	-1000	100
𬸾	鹿齐	-1000	100
𬸿	鹿人人木	-1000	100
𬹀	鹿艹亡	-1000	100
𬹁	鹿广肀	-1000	100
𬹂	麥艹	-1000	100
𬹃	麥靣	-1000	100
𬹄	麥艹勹米	-1000	100
𬹅	麦才	-1000	100
𬹆	麦艹	-1000	100
𬹇	麦十冖子	-1000	100
𬹈	麦⺌⺝	-1000	100
𬹉	麦宀二儿	-1000	100
𬹊	麦	-1000	100
𬹋	麦日匕	-1000	100
𬹌	麦亽ヿ心	-1000	100
𬹍	麦艹日大	-1000	100
𬹎	麦羊䒑口	-1000	100
𬹏	麻文口	-1000	100
𬹐	黃凡	-1000	100
𬹑	黄止土	-1000	100
𬹒	白白黄	-1000	100
𬹓	黄一心	-1000	100
𬹔	〢又禾人氺	-1000	100
𬹕	黑⺊贝	-1000	100
𬹖	黑冖𧘇	-1000	100
𬹗	黑未丷	-1000	100
𬹘	黑丷夫马	-1000	100
𬹙	十目黑	-1000	100
𬹚	黑止虫	-1000	100
𬹛	黑艹罒戊丶	-1000	100
𬹜	业㡀虍夂几	-1000	100
𬹝	龟	-1000	100
𬹞	大黽	-1000	100
𬹟	宀七黽	-1000	100
𬹠	貝黽	-1000	100
𬹡	亼木黽	-1000	100
𬹢	一日黽	-1000	100
𬹣	丿未黾	-1000	100
𬹤	丷田十黾	-1000	100
𬹥	鼎一	-1000	100
𬹦	鼎丿廾	-1000	100
𬹧	鼎⺄	-1000	100
𬹨	鼎宀匕	-1000	100
𬹩	木口匕鼎	-1000	100
𬹪	艹幺幺鼎	-1000	100
𬹫	鼎一	-1000	100
𬹬	鼎母攵糸	-1000	100
𬹭	鼠ス工	-1000	100
𬹮	鼠田木	-1000	100
𬹯	鼻艹乂	-1000	100
𬹰	鼻立口	-1000	100
𬹱	亠刀了氏丿二丨	-1000	100
𬹲	田	-1000	100
𬹳	齐贝	-1000	100
𬹴	亼ㄗ歯	-1000	100
𬹵	齒乃木	-1000	100
𬹶	齒衣	-1000	100
𬹷	齒宀一	-1000	100
𬹸	齒米舛	-1000	100
𬹹	齒⺿巳巳艹	-1000	100
𬹺	齿牙	-1000	100
𬹻	齿冂人	-1000	100
𬹼	齿人	-1000	100
𬹽	齿亠几	-1000	100
𬹾	齿甘	-1000	100
𬹿	齿一口	-1000	100
𬺀	女又齿	-1000	100
𬺁	齿土	-1000	100
𬺂	齿页	-1000	100
𬺃	齿山己	-1000	100
𬺄	齿舌	-1000	100
𬺅	齿厂	-1000	100
𬺆	齿⺌⺝	-1000	100
𬺇	亻工齿	-1000	100
𬺈	齿大可	-1000	100
𬺉	齿贝	-1000	100
𬺊	齿囗禾	-1000	100
𬺋	齿亠人人十	-1000	100
𬺌	齿宀且	-1000	100
𬺍	齿戊一口	-1000	100
𬺎	工齿	-1000	100
𬺏	齿甫寸	-1000	100
𬺐	齿尸艹一	-1000	100
𬺑	齿尸⺌⺝	-1000	100
𬺒	未丷犬齿	-1000	100
𬺓	齿木木疋	-1000	100
𬺔	齿木木示	-1000	100
𬺕	齿十戈隹	-1000	100
𬺖	齿爫罒寸	-1000	100
𬺗	竜一卜	-1000	100
𬺘	竜山	-1000	100
𬺙	竜亻氏丶	-1000	100
𬺚	竜⺝	-1000	100
𬺛	龙大	-1000	100
𬺜	龙木	-1000	100
𬺝	士殳龙	-1000	100
𬺞	日乚	-1000	100
𬺟	龠见	-1000	100
𬺠	彑氺龠	-1000	100
𬺡	一日心龠	-1000	100
𬺰		-1000	100
𬺱	十丿	-1000	100
𬺲	几一	-1000	100
𬺳	一刀	-1000	100
𬺴	㇀一	-1000	100
𬺵	三ㄅ	-1000	100
𬺶	工丨丨	-1000	100
𬺷	一㇢	-1000	100
𬺸	䒑ㄅ	-1000	100
𬺹	彐一	-1000	100
𬺺	口一ㄅ	-1000	100
𬺻	一丿犭	-1000	100
𬺼	丁也	-1000	100
𬺽	七儿一	-1000	100
𬺾	口乚一	-1000	100
𬺿	一口卜	-1000	100
𬻀	艹艹	-1000	100
𬻁	一卜土	-1000	100
𬻂	卌	-1000	100
𬻃	一丿几〢	-1000	100
𬻄	丁丁丁	-1000	100
𬻅	丁六	-1000	100
𬻆	フ三ㄅ一	-1000	100
𬻇	一口〢	-1000	100
𬻈	工丨工丨	-1000	100
𬻉	戸十	-1000	100
𬻊	一大一卜	-1000	100
𬻋	艹艹丶	-1000	100
𬻌	一日卜	-1000	100
𬻍	一日	-1000	100
𬻎	七力口	-1000	100
𬻏	弓丨⺊一	-1000	100
𬻐	一日丁	-1000	100
𬻑	⺈丶コ卜	-1000	100
𬻒	弋コ冖	-1000	100
𬻓	龙一卜	-1000	100
𬻔	一日竹	-1000	100
𬻕	一八囗二	-1000	100
𬻖	丁⺈巴	-1000	100
𬻗	丁⺈	-1000	100
𬻘	コ卜コ卜	-1000	100
𬻙	扌丿七一卜	-1000	100
𬻚	足丁	-1000	100
𬻛	不土厶	-1000	100
𬻜	二卌二	-1000	100
𬻝	卌二	-1000	100
𬻞	冂	-1000	100
𬻟	一卅一火	-1000	100
𬻠	一口口大	-1000	100
𬻡	扌立一卜	-1000	100
𬻢	未丷斗	-1000	100
𬻣	丁穴牙	-1000	100
𬻤	糹工丁	-1000	100
𬻥	工丨	-1000	100
𬻦	一廾十乛゛大	-1000	100
𬻧	一口丨冖且	-1000	100
𬻨	犭虫一卜	-1000	100
𬻩	木艮一卜	-1000	100
𬻪	二止丿扌	-1000	100
𬻫	一口丨冖业	-1000	100
𬻬	口丄	-1000	100
𬻭	丿土厶廾	-1000	100
𬻮	未丷夕夕	-1000	100
𬻯	丿土厶彳丶王	-1000	100
𬻰	一卜覀日十	-1000	100
𬻱	巾田山人斤斤一	-1000	100
𬻲	丩刀丶	-1000	100
𬻳	口丨丁	-1000	100
𬻴	户亽龴	-1000	100
𬻵	⺈丶彐	-1000	100
𬻶	氵工口丨	-1000	100
𬻷	二コ辶	-1000	100
𬻸	口丨日勹	-1000	100
𬻹	人丨囗大心	-1000	100
𬻺	丶了	-1000	100
𬻻	㇗丶王	-1000	100
𬻼	コ厶コ	-1000	100
𬻽	丶王乛゛大	-1000	100
𬻾	亠土辶	-1000	100
𬻿	丶丶	-1000	100
𬼀	丶丿	-1000	100
𬼁	丶ㄋ	-1000	100
𬼂	乚	-1000	100
𬼃	丿九	-1000	100
𬼄	丶ㄋ	-1000	100
𬼅	乃乃	-1000	100
𬼆	乂乂	-1000	100
𬼇	丿七人	-1000	100
𬼈	千凵	-1000	100
𬼉	丿止一	-1000	100
𬼊	几一冫	-1000	100
𬼋	刀二丿	-1000	100
𬼌	千氺	-1000	100
𬼍	厂勹	-1000	100
𬼎	乃丶囱	-1000	100
𬼏	小夕卜	-1000	100
𬼐	人	-1000	100
𬼑	乂⺮土寸	-1000	100
𬼒	禾北丿夫	-1000	100
𬼓	千艹士镸	-1000	100
𬼔	丿丷舟几口	-1000	100
𬼕	臣士罒貝	-1000	100
𬼖	匚一	-1000	100
𬼗	乚	-1000	100
𬼘	止匕	-1000	100
𬼙	七七七	-1000	100
𬼚	匕乚	-1000	100
𬼛	之乙	-1000	100
𬼜	⺈也	-1000	100
𬼝	土厶乙	-1000	100
𬼞	弋丿彐	-1000	100
𬼟	口乙	-1000	100
𬼠	乙乙	-1000	100
𬼡	丿丷乚	-1000	100
𬼢	乙民	-1000	100
𬼣	九゛大	-1000	100
𬼤	女口乙	-1000	100
𬼥	木口乙	-1000	100
𬼦	木土乙	-1000	100
𬼧	身乚	-1000	100
𬼨	夕口也	-1000	100
𬼩	䒑廾也	-1000	100
𬼪	厶牛乙	-1000	100
𬼫	乚冫乚冫乚冫	-1000	100
𬼬	乙口口口	-1000	100
𬼭	了也	-1000	100
𬼮	田廾也	-1000	100
𬼯	自木乙	-1000	100
𬼰	广氏丶也	-1000	100
𬼱	氵甫乙	-1000	100
𬼲	日疋乙	-1000	100
𬼳	麻乙	-1000	100
𬼴	乡艹彳	-1000	100
𬼵	大㇗口口口	-1000	100
𬼶	了一	-1000	100
𬼷	了丶	-1000	100
𬼸	丷丨	-1000	100
𬼹	了火	-1000	100
𬼺	八コ冖卜	-1000	100
𬼻	予一耂日	-1000	100
𬼼	予夫夫貝	-1000	100
𬼽	二丨	-1000	100
𬼾	云井	-1000	100
𬼿	一句人一	-1000	100
𬽀	弓云	-1000	100
𬽁	云止匕	-1000	100
𬽂	广亻寸云	-1000	100
𬽃	亠亅フ乚	-1000	100
𬽄	亠火	-1000	100
𬽅	亠⺊口	-1000	100
𬽆	亠夕人	-1000	100
𬽇	亠夕匕	-1000	100
