单字	拆分	编码权重	词库权重
槐	木鬼	4933	9961522
槑	口木口木	1	9951966
槒	木亠幺田	1	9835182
槓	木工貝	1	9000001
槔	木白大十	507	9873256
槕	木⺊日木	1	9000001
槖	士冖石木	1	9000001
槗	木口冂口	1	9867526
様	木水	1	9817618
槙	木十目	1	9751124
槚	木覀贝	1	9529942
槛	木〢皿	2597	9948352
槜	木隹乃	1	9751122
槝	木山	1	9943974
槞	木竜	1	9337064
槟	木宀	817	9853740
槠	木讠耂日	543	9831310
槡	木又又又木	1	9000001
槢	木羽白	1	9875000
槣	木宀大可	1	9000001
槤	木車辶	1	9000001
槥	木丰丰彐	1	9337062
槦	木广肀	1	9979022
槧	車斤木	1	9734970
槨	木子阝	1	9734968
槩	旡木	1	9337060
槪	木白匕旡	1	9000001
槫	木一日寸	1	9000001
槬	木大二ㄅ瓜	1	9865578
槭	木戊⺊一小	1469	9940430
槮	木厶厶厶人彡	1	9806528
槯	木山隹	1	9793254
槰	木夂丰辶	1	9806526
槱	木酉灬	1	9764474
槲	木角斗	599	9889386
槳	爿寸木	1	9000001
槴	木户邑	1	9529930
槵	木口口丨心	1	9000001
槶	木囗戈口一	1	9529928
槷	土八土丸木	1	9337058
槸	木土八土丸	1	9995216
槹	木白冫十	1	9337056
槺	木广氺	1	9764472
槻	木夫見	1	9902742
槼	夫見木	1	9906920
槽	木一曲曰	2532	9990576
槾	木曰罒又	1	9941214
槿	木廿口	602	9894008
樀	木冂十口	1	9901920
樁	木㇏臼	1	9873254
樂	白幺幺木	1	9529898
樃	木丶月	1	9800104
樄	木阝木日	1	9337054
樅	木彳人人龰	1	9000001
樆	木亠㐅凵禸	1	9873252
樇	木亻丨夂⺝	1	9529896
樈	木音儿	1	9000001
樉	木大爻爻	1	9905296
樊	木爻木大	4845	9964218
樋	木龴辶	1	9906918
樌	木毌貝	1	9000001
樍	木貝	1	9000001
樎	木宀亻一白	1	9000001
樏	木田糸	1	9529876
樐	木鹵	1	9775614
樑	木氵刀八木	1	9337036
樒	木宀心丿山	1	9000001
樓	木口丨女	1	9337034
樔	木巛田木	1	9000001
樕	木木口欠	1	9000001
樖	亼口木可	1	9000001
樗	木⻗二ㄅ	782	9906086
樘	木土	332	9911388
標	木覀示	1	9751112
樚	木鹿	1	9712838
樛	木羽人彡	1	9000001
樜	木广廿灬	1	9000001
樝	木虍且	1	9000001
樞	木匸口口口	1	9000001
樟	木音十	1024	9955170
樠	木廿㒳	1	9000001
模	木艹日大	61461	9986084
樢	木鳥	1	9000001
樣	木丶水	1	9000001
樤	木亻丨夂木	1	9000001
樥	木艹夂丰	1	9000001
樦	木⺮丶王	1	9000001
樧	木㐅木丶殳	1	9000001
樨	木尸氺牛	141	9000141
権	木一隹	1	9000001
横	木黄	30296	9995940
樫	木臣又土	1	9712814
樬	木囱心	1	9000001
樭	木土	-1000	100
樮	木覀火	1	9000001
樯	木土丷囗口	789	9900078
樰	木⻗彐	1	9000001
樱	木贝贝女	9010	9967126
樲	木弋二貝	1	9000001
樳	木彐工口寸	1	9000001
樴	木音	1	9000001
樵	木隹灬	3437	9963120
樶	木曰耳又	1	9000001
樷	木木耳又	1	9897166
樸	木业⺶㇏	1	9924892
樹	木壴寸	1	9969976
樺	木艹一艹	1	9980242
樻	木口丄貝	1	9984468
樼	木尸子子子	1	9972824
樽	木丷酉寸	1847	9919164
樾	木走戈レ	787	9886836
樿	木口口田十	1	9958088
橀	木皿	1	9939660
橁	木⺮勹日	1	9529346
橂	木丷酉大	1	9000001
橃	木癶弓殳	1	9000001
橄	木工耳攵	1328	9865574
橅	木卌一灬	1	9000001
橆	卌一木木	1	9529340
橇	木毛毛毛	1028	9930938
橈	木土土土一儿	1	9956294
橉	木米舛	1	9000001
橊	木田	1	9000001
橋	木丿大口冂口	1	9000001
橌	木門月	1	9000001
橍	木門王	1	9000001
橎	木釆田	1	9000001
橏	木羊䒑口	1	9712808
橐	一口丨冖石木	1792	9943498
橑	木大丷日小	1	9712806
橒	木⻗云	1	9000001
橓	木爫冖舛	1	9853734
橔	木子攵	1	9529334
橕	木牙	1	9000001
橖	木木	1	9000001
橗	木艹日月	1	9000001
橘	木矛口	1309	9936774
橙	木癶豆	1428	9974736
橚	木肀片爿一	1	9764452
橛	木厂䒑欠	1196	9898196
橜	厂䒑欠木	1	9712804
橝	木覀日十	1	9000001
橞	木一日心	1	9529308
機	木幺幺戊丶	1	9000001
橠	木衣夕夕	1	9000001
橡	木象	2322	9895086
橢	木阝工⺝	1	9000001
橣	木宀心	1	9000001
橤	心心心木	1	9000001
橥	犭耂日木	305	9785142
橦	木立田土	1	9858700
橧	木丷囗⺌曰	1	9000001
橨	木十艹貝	1	9000001
橩	木火火冖⺄十	1	9000001
橪	木犬灬	1	9712796
橫	木黃	1	9529228
橬	木旡旡曰	1	9000001
橭	木十口辛	1	9000001
橮	木刀貝	1	9336976
橯	木火火冖力	1	9879814
橰	木自冫十	1	9000001
橱	木厂豆寸	2087	9970420
橲	木壴口	1	9000001
橳	木月丷夫力	1	9529220
橴	木止匕糸	-1000	100
橵	木艹一⺝攵	-1000	100
橶	木十日十戈	1	9000001
橷	木白北儿	-1000	9831308
橸	木日日日	1	9841994
橹	木鱼日	1835	9958616
橺	木門日	-1000	100
橻	木ヿ土ヿ土ヿ土	-1000	100
橼	木纟彑	87	9806510
橽	木土羊辶	1	9000001
橾	木口口口木	1	9336974
橿	木一田一田一	1	9000001
檀	木㐭日一	3718	9978642
檁	木㐭禾	1	9000001
檂	木曲辰	1	9000001
檃	阝爫工彐木	1	9000001
檄	木白方攵	3013	9952238
檅	木止戊一	1	9336970
檆	木火火⺊口	1	9000001
檇	木隹	1	9775592
檈	木罒一口	1	9851074
檉	木耳口王	1	9000001
檊	木十日十人干	1	9000001
檋	木艹車	1	9000001
檌	木罒非	1	9000001
檍	木音心	1	9000001
檎	木人亠㐅凵禸	527	9775590
檏	木业䒑未	1	9000001
檐	木⺈厂八言	3473	9989470
檑	木⻗田	21	9000021
檒	木木風	1	9800096
檓	木臼工殳	1	9000001
檔	木田	1	9000001
檕	車凵殳木	1	9000001
檖	木丷豕辶	1	9000001
檗	尸口辛木	99	9734928
檘	木尸口辛	1	9529174
檙	木鼎	1	9000001
檚	木木木疋	1	9000001
檛	木冎口辶	1	9000001
檜	木亼囗⺌曰	1	9817604
檝	木口耳	1	9336966
檞	木角刀牛	1	9838724
檟	木覀貝	1	9000001
檠	艹句攵木	328	9838722
檡	木罒土	1	9000001
檢	木亼口口人人	1	9336964
檣	木土人人囗口	1	9000001
檤	木䒑自辶	1	9000001
檥	木丿扌	1	9000001
檦	木覀示刂	1	9000001
檧	木艹勹丶心	1	9000001
檨	木冫欠	1	9000001
檩	木㐭示	114	9751082
檪	木白冫木	1	9775588
檫	木宀又示	40	9845178
檬	木艹冖一豕	1708	9933294
檭	木金艮	1	9851072
檮	木士乛工一口寸	1	9863396
檯	木士口冖土	1	9888196
檰	木糹白巾	1	9817602
檱	木⺮	1	9000001
檲	木囗一日寸	1	9973826
檳	木宀一貝	1	9000001
檴	木艹隹又	1	9000001
檵	木幺幺一幺幺㇗	1	9775586
檶	木大匸口口口	1	9838720
檷	木一	1	9853730
檸	木宀心皿丁	1	9903630
檹	木方大可	1	9764448
檺	木豕	1	9831306
檻	木臣皿	1	9901916
檼	木爫工彐心	1	9734926
檽	木⻗而	1	9806508
檾	火火冖木木	1	9336962
檿	厂日月犬木	1	9812470
櫀	木糸	1	9712792
櫁	木宀心丿虫	1	9785140
櫂	木羽隹	1	9000001
櫃	木匚口丄貝	1	9890546
櫄	木千黑	1	9918674
櫅	木齊	1	9336960
櫆	木鬼斗	1	9822382
櫇	木皮頁	1	9000001
櫈	木癶豆几	1	9785138
櫉	木厂壴寸	-1000	9948538
櫊	木門夂口	-1000	100
櫋	木自穴方	1	9734924
櫌	木心夂	1	9898194
櫍	木斤斤貝	1	9000001
櫎	木广黄	1	9903628
櫏	木覀大巳辶	1	9000001
櫐	田田田木	1	9529164
櫑	木田田田	1	9000001
櫒	木艹又示	1	9863394
櫓	木魚日	1	9885562
櫔	木厂艹田⽱	1	9775584
櫕	木夫夫貝	1	9806506
櫖	木虍田心	1	9529162
櫗	木艹罒戊丶	1	9000001
櫘	木丰丰彐心	1	9970284
櫙	木艹匸口口口	1	9961968
櫚	木門口口	1	9764446
櫛	木⺮卩	1	9000001
櫜	一口丨冖夂卜口木	1	9000001
櫝	木士罒貝	1	9000001
櫞	木糹彑	1	9000001
櫟	木白幺幺木	1	9336958
櫠	木广癶弓殳	1	9858698
櫡	木⺮耂日	1	9817600
櫢	木口丨女攵	1	9000001
櫣	木艹車辶	1	9000001
櫤	木⺮䒑⺝刂	1	9851070
櫥	木广壴寸	1	9775582
櫦	木乛心夊	-1000	9775580
櫧	木言耂日	1	9961740
櫨	木虍田皿	1	9924890
櫩	木門⺈臼	1	9000001
櫪	木厂禾禾止	1	9000001
櫫	豕耂日木	1	9000001
櫬	木立木見	1	9000001
櫭	木旡日一	1	9000001
櫮	木王口口口口	1	9000001
櫯	木魚禾	1	9000001
櫰	木衣罒水	1	9000001
櫱	辛木	1	9000001
櫲	木予象	1	9000001
櫳	木龍	1	9000001
櫴	木木口⺈貝	1	9000001
櫵	木艹隹灬	-1000	100
櫶	木宀丰罒心	1	9712790
櫷	木龜	-1000	100
櫸	木一ㄅ丨	1	9000001
櫹	木艹肀片爿一	1	9336956
櫺	木⻗口口口	1	9000001
櫻	木貝貝女	1	9000001
櫼	木人人戈韭	1	9000001
櫽	阝爫工彐心木	1	9000001
櫾	木爫缶丿糸	1	9000001
櫿	木火火冖口口	1	9000001
欀	木衣口口一	1	9000001
欁	木曲辰木	1	9000001
欂	木艹氵甫寸	1	9000001
欃	木㲋兔	1	9000001
欄	木門木囗丷	1	9734922
欅	木一ㄅ丨手	1	9000001
欆	木隹隹又	1	9336954
欇	木耳耳耳	1	9000001
欈	木山隹口	1	9000001
欉	木业⺷耳又	1	9712788
權	木艹口口隹	1	9529152
欋	木目目隹	1	9529150
欌	木艹臣	1	9881340
欍	木艹隹臼	-1000	9906914
欎	木爻木冖寸	-1000	9985744
欏	木罒糹隹	1	9981262
欐	木一一鹿	1	9980908
欑	木儿儿貝	1	9969002
欒	言糹糹木	1	9969680
欓	木黑	1	9956292
欔	木目目隹又	1	9712786
欕	木口口厂工耳攵	-1000	100
欖	木臣罒見	1	9000001
欗	木艹門木囗丷	1	9000001
欘	木尸氺罒勹虫	1	9000001
欙	木田田田糸	1	9967786
欚	木彑虫虫	1	9000001
欛	木⻗革月	1	9000001
欜	木一口丨冖口口一	1	9000001
欝	木爻木罒寸	1	9000001
欞	木⻗口口口工人人	1	9000001
欟	木艹口口隹見	1	9000001
欠	欠	10618	9990064
次	冫欠	557687	9999188
欢	又欠	73904	9988070
欣	斤欠	18142	9968024
欤	一ㄅ一欠	3352	9945578
欥	日欠	1	9000001
欦	亽ヿ欠	1	9000001
欧	匸㐅欠	45348	9992874
欨	句欠	1	9000001
欩	刀口欠	1	9000001
欪	屮凵欠	1	9000001
欫	一止欠	1	9000001
欬	亥欠	1	9000001
欭	囗大欠	1	9000001
欮	䒑欠	1	9000001
欯	士口欠	1	9000001
欰	血欠	1	9000001
欱	亼口欠	1	9000001
欲	谷欠	92849	9997070
欳	⺊欠	1	9000001
欴	丶欠	1	9000001
欵	匕矢欠	1	9000001
欶	木口欠	1	9000001
欷	㐅巾欠	435	9838710
欸	厶矢欠	1	9528622
欹	大可欠	463	9861078
欺	欠	15830	9985422
欻	火火欠	1	9712696
欼	又又又又欠	1	9000001
欽	金欠	1	9000001
款	士示欠	49215	9990456
欿	⺈臼欠	1	9000001
歀	木示欠	1	9712692
歁	㇗欠	1	9000001
歂	山而欠	1	9712690
歃	千臼欠	206	9528508
歄	冎口欠	1	9000001
歅	覀土欠	1	9000001
歆	音欠	1772	9916526
歇	曰勹人㇗欠	16061	9993374
歈	亼⺝刂欠	1	9000001
歉	䒑欠	7006	9966286
歊	高欠	1	9000001
歋	虎欠	1	9882814
歌	可可欠	45569	9994334
歍	烏欠	1	9785124
歎	廿口夫欠	1	9000001
歏	廿口欠	1	9000001
歐	匸口口口欠	1	9000001
歑	虍丿丷欠	1	9000001
歒	冂十口欠	1	9000001
歓	一隹欠	1	9000001
歔	虍业欠	1	9949724
歕	十艹貝欠	1	9000001
歖	壴口欠	1	9000001
歗	肀片爿一欠	1	9000001
歘	火火火欠	1	9336748
歙	亼口羽欠	1017	9906910
歚	羊䒑口欠	-1000	100
歛	亼口口人人欠	1	9000001
歜	罒勹虫欠	1	9800078
歝	罒土欠	1	9000001
歞	日幺幺灬欠	1	9000001
歟	一ㄅ丨欠	1	9000001
歠	又又又又酉欠	1	9528350
歡	艹口口隹欠	1	9000001
止	止	96594	9994576
正	一止	418927	9999714
此	止匕	509513	9999736
步	止	144832	9995910
武	一弋止	168547	9996622
歧	止支	7156	9937536
歨	止龰	1	9000001
歩	止小丿	1	9527228
歪	不一止	6453	9988012
歫	止匚コ	1	9000001
歬	止舟	1	9000001
歭	止土寸	1	9527160
歮	止止止	1	9000001
歯	齿	1	9000001
歰	刀丶止刀丶止	1	9527158
歱	止千田土	1	9000001
歲	止戊一	1	9734814
歳	止戊一小	1	9336376
歴	厂木木止	1	9000001
歵	止貝	1	9000001
歶	止匕田⽱	1	9000001
歷	厂禾禾止	1	9712600
歸	止彐冖巾	1	9527156
歹	歹	3938	9925792
歺	歹	1	9000001
死	歹匕	224342	9999598
歼	歹千	9562	9981804
歽	歹斤	1	9000001
歾	歹勹	1	9000001
歿	歹又	1	9000001
殀	歹丿大	1	9000001
殁	歹殳	1817	9928998
殂	歹且	584	9806458
殃	歹冂大	1975	9906070
殄	歹人彡	999	9848154
殅	歹生	1	9000001
殆	歹厶口	4707	9904460
殇	歹ㄋ	774	9876724
殈	歹血	1	9000001
殉	歹勹日	2410	9964568
殊	歹丿未	29135	9977466
残	歹一戈	32391	9989012
殌	歹一巛工	1	9863386
殍	歹爫子	197	9000197
殎	歹大人人	1	9000001
殏	歹一氺丶	1	9865562
殐	歹木口	1	9000001
殑	歹十口儿	1	9997310
殒	歹口贝	954	9886810
殓	歹亼⺍一	1424	9933292
殔	歹氺	1	9526532
殕	歹立口	1	9822344
殖	歹十目一	16499	9974080
殗	歹大日乚	1	9861058
殘	歹戈戈	1	9000001
殙	歹氏日	1	9000001
殚	歹丷田十	593	9831268
殛	歹了口又一	380	9851036
殜	歹廿㇗木	1	9000001
殝	歹㇏禾	1	9336358
殞	歹口貝	1	9000001
殟	歹日皿	1	9000001
殠	歹自犬	1	9526498
殡	歹宀	2237	9884172
殢	歹艹冖巾	1	9891764
殣	歹廿口	1	9882802
殤	歹日一勹	1	9336356
殥	歹宀一由八	1	9000001
殦	歹鳥	1	9734798
殧	歹小尤	1	9826880
殨	歹口丄貝	1	9526490
殩	歹歹又米	1	9793172
殪	歹士冖豆	316	9712578
殫	歹口口田十	1	9917580
殬	歹罒土	1	9712576
殭	歹一田一田一	1	9800034
殮	歹亼口口人人	1	9750986
殯	歹宀一貝	1	9000001
殰	歹士罒貝	1	9800032
殱	歹十戈韭	1	9000001
殲	歹人人戈韭	1	9000001
殳	殳	261	9893986
殴	匸㐅殳	2515	9944810
段	一殳	81535	9999404
殶	丶王殳	1	9000001
殷	㐆殳	14806	9979550
殸	士殳	1	9000001
殹	匸矢殳	1	9000001
殺	㐅木殳	1	9000001
殻	士冖几殳	1	9526388
殼	士冖一几殳	1	9000001
殽	㐅⺝殳	1	9734752
殾	耂日殳	1	9000001
殿	尸艹殳	48337	9997356
毀	臼土殳	1	9734750
毁	臼工殳	30407	9994328
毂	士冖殳	1498	9919158
毃	高殳	1	9000001
毄	車口殳	1	9000001
毅	豕殳	11398	9975560
毆	匸口口口殳	1	9000001
毇	臼米殳	1	9000001
毈	卵一殳	1	9000001
毉	匸矢殳工人人	1	9000001
毊	士殳丿大口冂口	1	9926612
毋	毋	8231	9955304
毌	毌	2	9712538
母	母	121012	9994232
毎	毌	1	9764338
每	母	148088	9999520
毐	士毋	1	9889380
毑	母也	1	9000001
毒	母	40819	9995970
毓	母	3711	9941710
比	匕	223847	9999696
毕	匕十	49213	9994608
毖	匕心丿	1074	9884162
毗	田匕	2115	9969118
毘	田匕	1	9525448
毙	匕歹匕	5965	9975454
毚	㲋兔	1	9851022
毛	毛	73739	9997820
毜	毛小	-1000	100
毝	毛彡	-1000	9335828
毞	匕毛	1	9764284
毟	小丿毛	1	9000001
毠	力口毛	1	9000001
毡	毛⺊口	2716	9975380
毢	毛西	1	9000001
毣	羽毛	1	9000001
毤	八厶儿毛	1	9335826
毥	毛勹日	1	9000001
毦	耳毛	1	9933952
毧	毛戈	1	9000001
毨	毛儿	1	9000001
毩	毛米	1	9000001
毪	毛厶牛	1	9712440
毫	毛	43239	9971296
毬	毛一氺丶	1	9876718
毭	豆毛	1	9000001
毮	扌小丿毛	-1000	100
毯	毛火火	3222	9943746
毰	毛立口	1	9000001
毱	毛勹米	1	9000001
毲	又又又又毛	1	9000001
毳	毛毛毛	186	9764280
毴	毛非	1	9000001
毵	厶大彡毛	64	9851018
毶	毛厶大彡	-1000	100
毷	⺜目毛	1	9000001
毸	毛田心	1	9000001
毹	亼⺝刂毛	43	9525008
毺	毛亼⺝刂	1	9000001
毻	工⺝毛	1	9000001
毼	曰勹人㇗毛	1	9000001
毽	毛聿廴	50	9793138
毾	⺜羽毛	1	9000001
毿	厶厶厶人彡毛	1	9000001
氀	口丨女毛	1	9000001
氁	毛艹日大	1	9000001
氂	未攵厂毛	1	9525006
氃	立田土毛	1	9000001
氄	矛口毛	1	9000001
氅	尚攵毛	590	9893980
氆	毛䒑业日	41	9000041
氇	毛鱼日	41	9335818
氈	㐭日一毛	1	9524998
氉	口口口木毛	1	9000001
氊	毛㐭日一	1	9000001
氋	艹冖一豕毛	1	9000001
氌	毛魚日	1	9000001
氍	目目隹毛	74	9712434
氎	田田田宀夕一毛	-1000	100
氏	氏	74259	9993404
氐	氏丶	3116	9971868
民	民	399162	9997418
氒	氏十	1	9000001
氓	亡民	2193	9861044
气	气	239284	9999176
氕	气丿	12	9750892
氖	气乃	2594	9976574
気	气㐅	1	9000001
氘	气	145	9912028
氙	气山	62	9891760
氚	气川	457	9898170
氛	气八刀	7903	9924058
氜	气日	1	9524122
氝	气冂人	1	9000001
氞	气一冂人	-1000	100
氟	气弓	800	9974524
氠	气日丨	1	9000001
氡	气夂゛	594	9915230
氢	气ス工	3110	9985662
氣	气米	1	9984792
氤	气囗大	1401	9874950
氥	气西	1	9901888
氦	气亥	594	9968324
氧	气羊	8407	9988516
氨	气宀女	2650	9993826
氩	气一业	574	9932280
氪	气十口儿	618	9920716
氫	气一巛工	1	9965854
氬	气一	1	9979138
氭	气木日	1	9967200
氮	气火火	1056	9980276
氯	气氺	2865	9975234
氰	气⺝	368	9903618
氱	气日一勹	1	9960082
氲	气日皿	1383	9946960
氳	气囗人皿	1	9962234
水	水	283242	9999450
氵	水	1	9848120
氶	乛水	1	9929794
氷	丶水	1	9000001
永	丶水	69484	9991020
氹	乙水	1	9522662
氺	水	-1000	100
氻	氵力	1	9000001
氼	水人	1	9335488
氽	人水	96	9960222
氾	氵⺋	1	9952348
氿	氵九	1	9522660
汀	氵丁	3693	9966802
汁	氵十	4155	9983052
求	一氺丶	180685	9997338
汃	氵八	1	9000001
汄	氵人	1	9000001
汅	氵一ㄅ	1	9000001
汆	入水	50	9826818
汇	氵匚	23869	9987864
汈	氵㇀	-1000	9522378
汉	氵又	104662	9998168
汊	氵又丶	290	9970350
汋	氵勹丶	1	9522196
汌	氵川	1	9000001
汍	氵丸	1	9000001
汎	氵凡	1	9335292
汏	氵大	1	9000001
汐	氵夕	516	9734542
汑	氵丿七	1	9000001
汒	氵亡	1	9000001
汓	氵子	1	9000001
汔	氵乙	65	9734540
汕	氵山	1089	9912688
汖	山水	1	9000001
汗	氵干	20683	9995890
汘	氵千	1	9000001
汙	氵一	1	9764184
汚	氵二ㄅ	1	9000001
汛	氵⺄十	1794	9924056
汜	氵巳	661	9922196
汝	氵女	26631	9987426
汞	工水	889	9983574
江	氵工	142927	9997152
池	氵也	20854	9988248
污	氵二ㄅ	18830	9971586
汢	氵土	1	9000001
汣	氵㇏	-1000	100
汤	氵ㄋ	21936	9995726
汥	氵支	1	9000001
汦	氵氏	1	9000001
汧	氵一廾	1	9806334
汨	氵日	342	9853658
汩	氵曰	570	9750768
汪	氵王	12114	9988498
汫	氵井	1	9000001
汬	井水	1	9000001
汭	氵冂人	1	9793030
汮	氵勹冫	1	9000001
汯	氵厶	1	9000001
汰	氵大丶	2714	9900052
汱	氵犬	1	9000001
汲	氵及	4608	9933944
汳	氵又	1	9521578
汴	氵亠卜	5014	9964314
汵	氵亽ヿ	1	9969678
汶	氵文	1643	9917570
汷	氵夂	1	9853656
汸	氵方	1	9334892
汹	氵㐅凵	3585	9799932
決	氵人	1	9793026
汻	氵十	1	9931964
汼	氵牛	1	9000001
汽	氵气	22151	9946178
汾	氵八刀	3281	9930162
汿	氵予	1	9334884
沀	水予	1	9000001
沁	氵心	3297	9966800
沂	氵斤	3303	9943494
沃	氵丿大	11740	9947654
沄	氵云	1	9000001
沅	氵二儿	1141	9966732
沆	氵亠几	654	9000654
沇	氵厶儿	1	9000001
沈	氵冖儿	22756	9988810
沉	氵冖几	56386	9993002
沊	冖儿水	1	9000001
沋	氵尤	1	9334666
沌	氵一	1583	9775318
沍	氵一彑	1	9000001
沎	氵亻	1	9000001
沏	氵七刀	390	9944808
沐	氵木	3091	9984190
沑	氵ヿ土	1	9520928
沒	氵又	1	9712056
沓	水日	1844	9948160
沔	氵一丨㇗	1337	9990168
沕	氵勹	1	9000001
沖	氵口丨	1	9822264
沗	一大氺	1	9000001
沘	氵匕	1	9520914
沙	氵小丿	56743	9994158
沚	氵止	1	9799912
沛	氵一巾	4637	9933628
沜	氵片	1	9334508
沝	水水	1	9000001
沞	氵一巾	1	9334506
沟	氵勹厶	15361	9992974
沠	氵爪	1	9000001
没	氵殳	482203	9999792
沢	氵尸丶	1	9000001
沣	氵丰	495	9938632
沤	氵匸㐅	839	9926190
沥	氵厂力	1411	9929792
沦	氵人匕	4004	9941200
沧	氵人⺋	4924	9947474
沨	氵风	1	9712002
沩	氵丶力丶	23	9750690
沪	氵户	3040	9992878
沫	氵一木	4202	9957928
沬	氵未	1	9750688
沭	氵木丶	121	9874924
沮	氵且	4603	9951300
沯	水石	1	9000001
沰	氵石	1	9334494
沱	氵宀匕	897	9926188
沲	氵也	41	9000041
河	氵可	142025	9998736
沴	氵人彡	1	9000001
沵	氵⺈小	1	9711966
沶	氵示	1	9000001
沷	氵又丶	1	9000001
沸	氵弓	4243	9955886
油	氵由	38145	9996930
沺	氵田	1	9000001
治	氵厶口	192218	9997728
沼	氵刀口	4866	9948536
沽	氵十口	2448	9973642
沾	氵⺊口	6640	9985782
沿	氵几口	27287	9994844
泀	氵一口	1	9000001
況	氵口儿	1	9000001
泂	氵冂口	1	9000001
泃	氵句	1	9792976
泄	氵廿㇗	12646	9985766
泅	氵囗人	385	9835072
泆	氵丿夫	1	9000001
泇	氵力口	1	9519122
泈	氵夂゛	1	9000001
泉	白水	22169	9990258
泊	氵白	10301	9985150
泋	氵十廾	1	9334348
泌	氵心丿	4267	9941198
泍	氵木一	1	9000001
泎	氵	1	9000001
泏	氵屮凵	1	9000001
泐	氵阝力	56	9764062
泑	氵幺力	1	9334346
泒	氵瓜	1	9799888
泓	氵弓厶	993	9921668
泔	氵甘	105	9799886
法	氵土厶	532100	9999402
泖	氵卩	80	9792964
泗	氵四	2728	9948342
泘	氵丿丷	1	9000001
泙	氵干丷	1	9000001
泚	氵止匕	1	9910002
泛	氵丿之	21436	9986892
泜	氵氏丶	1	9000001
泝	氵斤丶	1	9518598
泞	氵宀丁	739	9334236
泟	氵一止	1	9882760
泠	氵亽龴	659	9905270
泡	氵勹巳	7771	9992902
波	氵皮	65998	9995310
泣	氵立	11292	9967556
泤	氵人	1	9792946
泥	氵尸匕	18329	9995966
泦	氵尸九	1	9932276
泧	氵戈レ	1	9871270
注	氵丶王	126258	9993930
泩	氵生	1	9517978
泪	氵目	29788	9991812
泫	氵亠幺	237	9861004
泬	氵穴	1	9334080
泭	氵亻寸	1	9845066
泮	氵丷	367	9817448
泯	氵民	800	9923116
泰	㇏氺	32483	9988496
泱	氵冂大	311	9792932
泲	氵弓	1	9863332
泳	氵丶水	3980	9937802
泴	水皿	1	9517824
泵	石水	1430	9965214
泶	⺍冖水	322	9861002
泷	氵龙	329	9861000
泸	氵⺊尸	900	9878272
泹	氵日一	1	9000001
泺	氵小	464	9873194
泻	氵冖一ㄅ一	4064	9974272
泼	氵又丶	6647	9984562
泽	氵又	44198	9979596
泾	氵ス工	3437	9951600
泿	氵艮	1	9000001
洀	氵舟	1	9822228
洁	氵士口	16868	9968672
洂	氵亠	1	9333994
洃	氵火	1	9822226
洄	氵囗口	653	9961732
洅	氵一冂土	1	9711798
洆	氵乛水一	1	9000001
洇	氵囗大	47	9812234
洈	氵⺈厂⺋	1	9792926
洉	氵一口	1	9517594
洊	氵子	1	9850954
洋	氵羊	51025	9990428
洌	氵歹刂	3798	9937800
洍	氵	1	9333978
洎	氵自	940	9517426
洏	氵而	1	9871260
洐	氵行	1	9000001
洑	氵亻犬	1	9822224
洒	氵西	7707	9985906
洓	氵木冂	1	9947132
洔	氵土寸	1	9000001
洕	氵八⺝	1	9000001
洖	氵口一大	1	9953884
洗	氵儿	27971	9994592
洘	氵耂一ㄅ	1	9517102
洙	氵丿未	581	9792920
洚	氵夂㐄	45	9000045
洛	氵夂口	45347	9986212
洜	夂口水	1	9926182
洝	氵宀女	1	9000001
洞	氵冂一口	42160	9997552
洟	氵大弓	1	9964214
洠	氵厶牛	1	9000001
洡	氵耒	1	9333856
洢	氵亻丿	1	9000001
洣	氵米	1	9750516
洤	氵人王	1	9333854
津	氵聿	23630	9991774
洦	氵一白	1	9878270
洧	氵⺝	292	9822214
洨	氵六乂	1	9775166
洩	氵曰㇂丿	1	9928990
洪	氵艹	31669	9991336
洫	氵血	155	9711714
洬	氵几歹	1	9000001
洭	氵匚王	1	9333784
洮	氵儿冫	1327	9915220
洯	丰刀水	1	9516814
洰	氵匚コ	1	9930574
洱	氵耳	311	9841878
洲	氵川	56964	9994492
洳	氵女口	1292	9893942
洴	氵䒑廾	1	9784808
洵	氵勹日	1124	9850952
洶	氵勹㐅凵	1	9806238
洷	氵土	1	9000001
洸	氵光	1	9903590
洹	氵一日一	2610	9946366
洺	氵夕口	1	9976394
活	氵舌	201464	9997888
洼	氵土土	1737	9943490
洽	氵亼口	4068	9932990
派	氵	83385	9999348
洿	氵大二ㄅ	1	9957848
浀	氵曲	1	9000001
流	氵	148597	9998304
浂	氵䒑大	1	9775150
浃	氵夫丷	675	9961512
浄	氵⺈	1	9831148
浅	氵一戈	15148	9993976
浆	丬夕水	4342	9987458
浇	氵一儿	3826	9978590
浈	氵⺊贝	41	9817416
浉	氵リ一巾	1	9940938
浊	氵虫	4495	9967482
测	氵贝刂	43677	9992184
浌	氵亻戈	1	9000001
浍	氵人云	162	9856156
济	氵齐	145485	9992060
浏	氵文刂	2595	9891726
浐	氵厂	1	9956516
浑	氵冖车	14837	9983272
浒	氵讠十	1415	9869354
浓	氵冖𧘇	14234	9991472
浔	氵彐寸	1492	9924866
浕	氵尸丶゛	1	9000001
浖	氵爫寸	1	9000001
浗	氵一氺丶	1	9952966
浘	氵尸毛	1	9923112
浙	氵扌斤	13444	9981360
浚	氵厶八夊	7590	9960644
浛	氵亽ヿ口	1	9799822
浜	氵	1173	9997588
浝	氵龙	1	9000001
